nm	nmqm	wfl	rooms	bj	bez	wohngut	wohnbest	ww0	zh0	badkach0	badextra	kueche
446.26	9.3	48	2	1983	13	1	0	0	0	1	0	0
585.03	8.01	73	2	1966	4	0	0	0	0	0	0	0
538.17	4.89	110	5	1957	17	0	0	0	0	1	1	0
556.43	7.73	72	3	1973	14	0	0	0	0	0	0	0
571.6	11.67	49	2	1984	18	0	1	0	0	0	0	0
1155.54	12.43	93	3	2000	13	1	0	0	0	0	0	0
963.1	11.47	84	3	1970	13	0	1	0	0	0	0	0
319.56	10.65	30	1	1968	13	0	0	0	0	0	0	0
538.62	10.36	52	2	1918	13	1	0	0	0	0	0	0
502.31	6.88	73	3	1967	13	0	0	0	0	1	0	0
444.65	5.23	85	4	1966	13	0	0	0	0	1	1	0
603.34	7.64	79	3	1986	13	1	0	0	0	0	0	0
777.17	10.95	71	3	1972	18	0	0	0	0	0	0	1
640.86	10.34	62	4	1948	18	0	0	0	0	0	0	0
466.58	7.53	62	2	1957.5	18	1	0	0	0	1	0	0
271.17	2.92	93	4	1972	17	0	0	0	0	0	0	0
463	6.26	74	4	1967	18	0	0	0	0	0	0	0
753.02	6.28	120	5	1918	5	0	0	0	0	1	0	0
602.61	10.04	60	2	1957	3	1	0	0	0	0	0	1
373.34	12.87	29	1	1972	4	1	0	0	0	0	0	0
1101.85	10.02	110	4	1957.5	3	1	0	0	0	0	0	0
317.62	6.48	49	2	1960	3	1	0	0	0	1	0	0
900.65	10.85	83	3	1985	2	1	0	0	0	0	0	0
377.87	5.56	68	3	1918	2	1	0	0	1	1	0	0
924.55	7.7	120	3	1918	2	1	0	0	0	1	0	0
562.43	10.42	54	2	1991	17	0	0	0	0	0	0	1
485.74	10.79	45	2	1966	5	1	0	0	0	0	0	0
314.09	11.22	28	1	1918	17	0	0	1	1	1	0	0
493.41	5.09	97	4	1924	10	0	0	0	0	1	0	0
222.41	4.45	50	2	1957	9	0	1	0	0	0	0	0
1532.99	8.81	174	3	1918	4	1	0	0	0	0	0	0
493.13	4.52	109	3	1924	4	1	0	0	0	1	0	0
351.86	3.82	92	4	1948	12	1	0	1	1	1	0	0
485.74	9.71	50	2	1957	16	0	0	0	0	0	0	0
511.3	9.65	53	2	1992	6	0	0	0	0	0	0	1
552.2	12.27	45	2	1992	6	0	0	0	0	0	0	0
455.05	7.11	64	3	1960	25	0	0	0	0	0	0	0
271.9	9.06	30	1	1970	7	0	0	0	0	0	0	0
385.6	7.01	55	2	1948	11	0	0	0	0	0	0	0
265.88	13.29	20	1	1972	3	1	0	0	0	0	0	0
899.89	10.97	82	3	1918	6	0	0	0	0	0	0	0
473.64	4.39	108	5	1957.5	11	0	0	0	0	1	0	0
128.9	4.3	30	1	1966	24	0	0	0	0	0	0	0
388.92	3.11	125	5	1918	2	0	0	1	1	0	0	0
1136.95	9.1	125	4	1918	4	1	0	0	0	0	0	0
747.73	7.4	101	3	1918	2	1	0	0	0	0	1	0
248.34	2.73	91	3	1918	2	1	0	1	1	0	0	0
789.56	9.75	81	3	1948	12	1	0	0	0	0	0	1
893.25	12.24	73	2	1918	4	1	0	0	0	0	0	0
405.6	6.44	63	2	1957	2	1	0	0	0	0	0	0
458.85	9.76	47	1	1981	7	1	0	0	0	0	0	0
536.86	11.42	47	2	1957	1	0	0	0	0	0	0	0
373.47	7.05	53	1	1918	12	1	0	0	1	0	0	0
388.81	9.72	40	2	1957	1	0	0	0	1	0	0	0
916.25	9.96	92	4	1948	5	0	0	0	0	0	0	0
345.29	5.95	58	2	1918	14	0	0	0	0	0	0	0
549.68	7.53	73	2	1980	14	0	0	0	0	0	0	0
290.71	4.15	70	2	1939	3	1	0	0	1	0	0	0
426.46	12.54	34	1	1983	12	1	0	0	0	1	0	0
434.68	9.88	44	1	1973	12	1	0	0	0	0	0	0
335.21	6.98	48	2	1966	7	0	0	0	0	1	0	0
309	5.33	58	2	1957	7	0	0	0	1	1	0	0
346.67	6.67	52	2	1960	7	0	0	0	0	1	0	0
423.45	6.83	62	2	1983	7	0	0	0	0	0	0	0
765.77	7.51	102	3	1957	2	0	0	0	1	0	0	0
403.92	8.42	48	1	1972	8	0	0	0	0	0	0	0
474.76	4.65	102	3	1918	2	0	0	0	1	0	0	0
602.23	9.87	61	2	1918	2	0	0	0	0	0	0	0
323.3	11.15	29	1	1980	5	0	0	0	0	1	0	0
511.6	6.91	74	3	1957	13	1	0	0	0	0	0	0
98.85	2.3	43	2	1948	13	0	0	0	1	1	0	0
591.24	7.88	75	3	1969	16	0	0	0	0	1	0	0
518.51	12.06	43	2	1992	13	0	0	0	0	0	0	0
522.03	6.53	80	3	1966	25	0	0	0	0	0	0	0
373.37	9.33	40	2	1918	25	0	0	0	1	1	0	0
781.05	11.16	70	3	1974	25	0	0	0	0	1	1	1
296.75	3.96	75	2	1918	2	0	0	0	1	1	0	0
1068.13	13.69	78	3	1998.5	2	1	0	0	0	0	0	0
266.26	7.01	38	2	1948	11	0	0	0	0	0	0	0
483	10.73	45	2	1924	12	0	0	0	0	0	0	0
569	13.23	43	2	1960	11	0	0	0	0	0	0	0
555.34	9.57	58	2	1966	11	0	0	0	0	0	0	0
307.53	11.39	27	1	1985	11	0	0	0	0	0	0	0
294.05	8.91	33	1	1972	11	0	0	0	0	0	0	0
301.09	4.63	65	3	1966	11	0	0	0	0	0	0	0
741.39	6.86	108	4	1969	22	0	0	0	0	0	0	0
625.69	8.46	74	3	1972	21	1	0	0	0	0	1	1
521.52	8.28	63	2	1974	20	1	0	0	0	0	0	0
408.21	10.47	39	1	1975	20	1	0	0	0	0	0	0
620.26	7.85	79	3	1974	7	1	0	0	0	0	0	0
449.97	7.5	60	2	1966	20	1	0	0	0	0	0	1
284.94	10.96	26	1	1918	8	0	0	0	0	0	0	0
608.45	9.08	67	3	1973	8	0	0	0	0	0	0	0
567.25	9.78	58	2	1918	8	0	0	0	1	0	0	0
356.16	7.42	48	3	1918	8	0	0	0	0	0	0	0
621.23	10.02	62	3	1957.5	9	1	0	0	0	0	0	0
611.62	11.33	54	2	1980	2	1	0	0	0	0	1	0
689.78	6.76	102	3	1918	2	0	0	0	0	0	0	0
339.62	6.41	53	2	1948	25	0	0	0	0	0	0	0
617.27	9.8	63	2	1996	25	0	0	0	0	0	0	1
644.84	7.5	86	3	1970	7	0	0	0	0	0	0	0
383.26	11.98	32	1	1960	7	0	0	0	0	0	0	0
297.76	4.88	61	2	1960	7	0	0	0	0	0	0	0
290.2	7.84	37	1	1967	7	0	0	0	0	0	0	0
569.47	8.25	69	3	1960	7	0	0	0	0	0	0	0
454.09	10.32	44	2	1960	6	0	0	0	0	0	0	0
265.02	6.16	43	2	1960	17	0	0	0	0	0	0	0
670.99	12.2	55	2	1986	18	1	0	0	0	0	0	0
444.29	7.28	61	2	1957	2	1	0	0	0	0	0	0
710.71	9	79	2	1918	9	1	0	0	0	0	1	0
282.95	4.04	70	2	1918	2	1	0	0	0	1	0	0
588	9.8	60	2	1918	9	0	0	0	0	0	0	0
1380.51	13.27	104	3	1918	9	1	0	0	0	0	1	1
1068.64	11.87	90	4	1977	9	1	0	0	0	0	0	1
383.47	9.83	39	2	1957.5	16	0	0	0	0	0	0	0
221.94	2.77	80	3	1918	5	0	0	0	0	0	0	0
706.24	11.04	64	2	1918	5	1	0	0	0	0	0	0
612.21	6.8	90	4	1918	5	1	0	0	1	0	0	0
613.56	11.16	55	2	1918	5	1	0	0	0	0	0	0
470.4	5.41	87	4	1918	5	1	0	0	0	0	0	0
869.21	9.35	93	4	1918	6	0	0	0	0	0	0	1
713.01	8.7	82	3	1998	5	0	0	0	0	0	0	0
475.5	10.57	45	2	1918	5	1	0	0	0	0	0	0
388.59	11.43	34	1	1966	5	1	0	0	0	0	0	0
346.69	4.5	77	3	1957	16	0	0	0	0	1	0	0
765	12.75	60	3	1998.5	14	1	0	0	0	0	0	0
741.39	12.36	60	2	1998	15	1	0	0	0	0	0	0
392.67	6.77	58	2	1972	15	0	0	0	0	0	0	0
444.84	10.35	43	2	1996	14	1	0	0	0	0	0	0
791.86	10.7	74	2	1993	15	1	0	0	0	0	1	0
554	8.27	67	3	1957	13	0	0	0	0	1	0	0
770.34	7	110	4	1982	5	0	0	0	0	0	1	0
489.89	9.24	53	2	1998.5	15	0	0	0	0	0	1	0
104.14	1.47	71	2	1948	5	0	0	1	1	0	0	0
611.87	11.33	54	2	1972	10	0	0	0	0	0	0	1
444.84	7.54	59	2	1957	24	0	0	0	0	0	0	0
730.72	9.74	75	3	1981	10	0	0	0	0	0	0	0
412.21	6.65	62	2	1918	9	1	0	0	0	0	0	0
1482.77	13.73	108	3	1918	4	1	0	0	0	0	0	0
646.63	8.98	72	3	1971	4	0	0	0	0	0	0	0
273.92	9.78	28	1	1960	8	0	0	0	0	0	0	0
325.85	9.58	34	1	1957	2	0	0	0	0	0	0	0
894.2	8.52	105	4	1918	2	0	0	0	0	0	1	0
649.55	8.12	80	3	1918	8	0	0	0	0	0	0	0
895	9.52	94	3	1918	2	0	0	0	1	1	0	0
431.54	8.14	53	2	1918	2	0	0	0	0	0	0	0
508.85	7.95	64	2	1966	3	1	0	0	0	1	0	0
603.33	10.77	56	2	1957	1	1	0	0	0	0	0	0
1088.36	10.37	105	3	1918	3	0	0	0	1	0	1	0
516.29	6.22	83	3	1969	9	1	0	0	0	1	0	0
383.48	10.36	37	1	1973	9	0	0	0	0	0	0	0
434.61	12.42	35	2	1966	9	0	0	0	0	1	0	0
307.81	4.46	69	2	1957	9	1	0	1	1	1	0	0
175.25	6.26	28	1	1960	9	1	0	0	0	1	0	0
547.92	8.43	65	3	1993	9	1	0	0	0	0	0	0
313.06	8.94	35	2	1918	19	1	0	0	0	1	0	0
424	6.63	64	3	1957.5	19	0	0	0	0	0	0	0
747.68	9.35	80	3	1996	19	1	0	0	0	0	0	0
672.21	8	84	3	1974	21	0	0	0	0	0	0	0
118.09	3.94	30	1	1966	22	0	0	0	0	1	0	0
336	11.2	30	1	1948	6	0	0	0	0	0	0	0
522.08	6.45	81	3	1957	6	0	0	0	0	0	0	0
577.78	12.04	48	2	1984	16	0	0	0	0	1	0	0
495.96	10.12	49	2	1957	5	1	0	0	0	0	0	0
506.19	8.73	58	2	1969	18	0	0	0	0	0	0	0
261.38	3.96	66	3	1918	5	0	0	0	1	0	0	0
1342.17	10.32	130	4	1918	5	0	0	0	0	0	1	0
227.91	4.56	50	2	1918	5	0	0	1	1	0	0	0
501.7	6.43	78	2	1957	4	1	0	0	0	1	0	0
401.86	20.09	20	1	1966	3	1	0	0	0	0	0	0
480.61	10.23	47	1	1993	4	1	0	0	0	0	0	0
1138.17	10.07	113	4	1918	4	1	0	0	0	0	1	1
301.15	9.13	33	1	1960	5	0	0	0	0	0	0	0
901.6	9.02	100	3	1957	5	0	0	0	0	0	0	0
879.66	12.22	72	2	1988	19	0	1	0	0	1	0	0
398.27	7.97	50	2	1966	19	0	0	0	0	1	0	0
383.48	10.09	38	1	1918	17	0	0	0	0	0	0	0
321.48	10.05	32	1	1973	17	0	0	0	0	0	0	0
501.08	9.83	51	2	1957	25	0	0	0	0	0	0	0
611.48	7.74	79	3	1966	20	0	0	0	0	1	0	0
284.37	3.06	93	4	1957	25	0	0	0	1	0	1	0
471.99	9.83	48	2	1960	11	0	0	0	0	0	0	0
373.34	8.89	42	1	1970	20	1	0	0	0	1	0	0
249.93	3.57	70	3	1968	7	0	0	0	0	0	0	0
545.73	6.35	86	4	1974	20	0	0	0	0	0	0	0
400.44	5.41	74	3	1966	18	0	0	0	0	0	0	0
613.56	9.44	65	3	1957	5	0	0	0	0	0	0	0
524.85	9.05	58	2	1987	18	0	0	0	0	0	0	0
1062.18	10.62	100	3	1918	2	0	0	0	0	0	0	0
746.5	11.14	67	3	1957	3	1	0	0	0	0	1	0
430.06	7.96	54	1	1918	2	0	0	0	1	0	0	0
541.98	7.53	72	3	1960	7	0	0	0	0	0	0	0
546.4	9.76	56	2	1960	7	0	0	0	0	0	0	0
431.15	8.45	51	2	1960	15	1	0	0	0	1	0	0
945.91	7.51	126	4	1973	13	0	0	0	0	0	1	0
710.87	8.36	85	3	1999	13	0	0	0	0	0	0	1
518.87	14.82	35	2	1983	14	1	0	0	0	1	0	0
390.74	8.31	47	2	1957	21	1	0	0	0	0	0	0
440.85	5.13	86	4	1957	21	1	0	0	0	0	0	0
396.67	5.59	71	3	1969	22	0	0	0	0	0	0	0
322.12	10.74	30	1	1972	5	0	0	0	0	0	0	0
588	8.4	70	2	1984	16	0	0	0	0	0	0	1
398.64	11.72	34	1	1966	5	1	0	0	0	0	0	0
562.43	10.23	55	3	1957.5	8	0	0	0	0	0	0	0
577.86	5.67	102	3	1918	8	0	0	0	0	1	0	0
798.42	8.32	96	3	1918	8	0	0	0	0	0	0	0
919.3	7.92	116	4	1918	8	0	0	0	0	0	0	0
567.54	11.35	50	2	1998.5	6	1	0	0	0	0	0	0
509.39	9.8	52	2	1957	3	0	0	0	0	0	0	0
443.6	3.17	140	5	1918	3	0	0	1	1	0	0	0
767.47	9.71	79	2	1957	4	1	0	0	0	1	0	0
465.28	10.11	46	1	1975	4	1	0	0	0	0	0	0
1459.49	8.74	167	4	1918	12	1	0	0	0	0	1	0
197.44	4.7	42	1	1924	9	1	0	0	0	1	0	0
375.7	7.22	52	2	1918	9	1	0	0	0	0	0	0
717.13	8.75	82	3	1970	9	0	0	0	0	0	0	0
255.57	5.11	50	2	1918	9	0	0	1	1	0	0	0
282.24	6.14	46	2	1924	9	0	0	0	0	0	0	0
776.99	6.32	123	4	1918	8	0	0	0	0	0	0	0
828.19	9.98	83	3	1918	9	0	0	0	0	0	0	0
457.57	5.08	90	4	1967	9	0	0	0	0	0	0	0
1196.44	17.09	70	2	1960	13	0	1	0	0	0	1	1
588	10.32	57	2	1966	4	0	0	0	0	0	0	0
253.92	7.69	33	2	1957	12	0	0	0	0	0	0	0
1048.17	10.48	100	4	1990	12	0	0	0	0	0	1	0
396.7	7.08	56	2	1966	4	0	0	0	0	0	0	0
596.53	10.65	56	2	1966	4	0	0	0	0	0	0	0
769.51	9.62	80	3	1957	3	1	0	0	1	0	0	1
250.54	11.93	21	1	1966	3	1	0	0	0	0	0	0
296.78	9.89	30	1	1957	3	1	0	0	0	0	0	0
423.26	5.29	80	3	1918	4	1	0	0	0	0	0	0
685.91	8.57	80	3	1918	12	0	0	0	0	0	0	0
319.84	6.27	51	2	1957	6	0	0	0	0	1	0	0
412.61	9.38	44	2	1957.5	6	0	0	0	1	0	0	0
513.12	10.26	50	2	1966	7	0	0	0	0	1	0	0
638.89	6.39	100	4	1918	6	0	0	0	0	0	0	0
869.21	10.23	85	3	1957	1	0	0	0	0	0	0	0
496.99	10.8	46	2	1996	10	0	0	0	0	0	0	0
475.5	5.4	88	4	1970	25	0	0	0	0	0	0	0
649.5	9.28	70	3	1974	25	0	0	0	0	0	0	0
295.72	7.78	38	1	1969	19	0	0	0	0	0	0	0
495.97	9.72	51	2	1973	19	1	0	0	0	0	1	0
461.54	5.63	82	3	1970	19	0	0	0	0	0	0	0
435.61	9.27	47	2	1966	19	0	0	0	0	0	0	0
875.73	8.76	100	4	1966	19	1	0	0	0	0	0	0
449.73	6.25	72	3	1969	13	0	0	0	0	0	0	0
373.11	9.33	40	2	1969	13	0	0	0	0	0	0	0
661.61	9.32	71	2	1983	15	0	1	0	0	0	0	0
261.28	5.33	49	2	1957	17	0	0	0	0	0	0	0
644.23	8.26	78	3	1970	17	0	0	0	0	0	0	0
470	10.44	45	2	1966	17	0	0	0	0	0	0	0
499.75	9.43	53	2	1966	17	0	0	0	0	1	0	0
570.9	7.82	73	3	1966	12	0	0	0	0	0	0	0
818.08	7.94	103	4	1967	4	0	0	0	0	0	0	0
387.69	7.75	50	2	1957.5	16	0	0	0	0	1	0	0
426.06	6.66	64	2	1966	16	0	0	0	0	1	0	0
564.6	7.24	78	2	1984	16	1	0	0	0	0	0	0
801.09	9.1	88	3	1998.5	2	1	0	0	0	0	1	0
509.26	8.21	62	3	1966	9	1	0	0	0	0	0	0
731.16	9.14	80	3	1972	10	0	0	0	0	0	1	0
839.89	12.92	65	2	1973	9	1	0	0	0	0	1	0
445.41	8.25	54	3	1948	3	1	0	0	0	0	0	0
273.75	10.95	25	1	1957	3	1	0	0	0	0	0	0
314.45	9.83	32	1	1957	4	1	0	0	0	0	0	0
935.55	6.04	155	5	1918	2	1	0	0	0	1	1	0
356.08	5.09	70	2	1918	2	1	0	0	0	0	0	0
472.74	5.91	80	3	1918	2	1	0	0	1	1	0	0
280.21	10.01	28	1	1918	3	1	0	0	0	1	0	0
357.91	11.55	31	1	1918	6	0	0	0	0	0	0	0
644.79	7.41	87	3	1924	18	0	0	0	0	0	0	0
501.07	9.82	51	2	1939	9	0	0	0	1	0	0	0
612.15	11.13	55	2	1998	25	1	0	0	0	0	0	0
541.98	10.63	51	2	1988	4	0	0	0	0	0	0	0
165.26	2.95	56	3	1957	25	0	0	0	1	0	0	0
242.36	8.66	28	1	1972	25	0	0	0	0	0	0	0
654.46	10.91	60	2	1957	13	1	0	0	0	0	0	1
920.34	7.61	121	4	1924	4	0	0	0	0	0	0	0
285.73	4.33	66	3	1970	11	0	0	0	0	0	0	0
292.7	8.13	36	1	1966	17	0	0	0	0	0	0	0
510.79	12.16	42	1	1999	4	1	0	0	0	0	0	1
997.04	6.92	144	4	1918	9	0	1	0	0	0	0	0
738.29	9.59	77	3	1980	12	1	0	0	0	0	0	0
305.81	5.1	60	2	1918	12	1	0	0	0	1	0	0
794.11	9.93	80	3	1957	12	1	0	0	0	1	0	0
398.81	11.08	36	1	1967	25	0	0	0	0	0	0	0
349.05	5.54	63	3	1948	25	0	0	0	0	0	0	0
392.87	4.14	95	4	1924	25	0	0	0	0	0	0	1
322.88	11.96	27	1	1960	2	1	0	0	0	1	0	0
1150.42	10.96	105	4	1957.5	2	1	0	0	0	1	1	0
741.39	9.15	81	3	1918	5	0	0	0	0	0	0	0
748.55	11.88	63	2	1957	3	1	0	0	1	0	0	0
752.8	7.68	98	3	1972	4	1	0	0	0	0	0	0
1149.09	10.08	114	3	1968	12	0	1	0	0	0	0	0
622.05	8.29	75	2	1985	12	1	0	0	0	0	0	0
788.16	10.24	77	2	1998.5	12	1	0	0	0	0	0	0
456.25	8.15	56	1	1991	15	1	0	0	0	0	1	1
719.74	10.43	69	3	1985	14	0	0	0	0	0	0	0
292.95	4.72	62	3	1992	16	0	0	0	0	0	0	0
429.49	7.16	60	2	1969	16	0	0	0	0	0	0	0
345.83	8.43	41	2	1983	16	0	0	0	0	0	0	0
801.96	11.46	70	3	1993	15	1	0	0	0	0	1	1
414.7	7.41	56	1	1974	14	1	0	0	0	0	0	0
548.39	11.67	47	2	1979	15	0	0	0	0	0	0	0
607.42	10.12	60	3	1960	5	1	0	0	0	0	0	0
559.52	5.83	96	3	1973	5	1	0	0	0	0	0	0
684.21	11.04	62	3	1981	5	1	0	0	0	0	0	0
784.32	5.6	140	6	1918	2	1	0	0	1	0	0	0
613.56	10.4	59	3	1957	5	1	0	0	0	0	0	0
419.26	6.08	69	2	1960	11	0	0	0	0	0	0	0
470.4	12.38	38	1	1969	4	0	0	0	0	0	0	0
588	8.4	70	3	1973	11	0	0	0	0	0	0	0
233.58	3.11	75	3	1918	21	0	0	1	1	0	0	0
958.5	9.88	97	3	1996	22	0	0	0	0	0	1	1
330.25	6.48	51	2	1957	14	0	0	0	0	0	0	0
642.55	10.04	64	2	1966	16	0	0	0	0	1	0	0
480	6.4	75	3	1969	11	0	0	0	0	0	0	0
664.69	8.52	78	3	1987	2	0	0	0	0	0	0	0
352.71	9.8	36	2	1918	2	1	0	0	0	0	0	0
654.45	7.61	86	4	1969	9	0	0	0	0	0	0	0
1314.37	8.06	163	4	1918	9	1	0	0	0	0	1	1
272.24	7.36	37	1	1918	8	0	0	0	1	0	0	0
381.5	6.69	57	3	1957.5	8	0	0	0	0	0	0	0
502.57	6.36	79	3	1918	9	0	0	0	1	1	0	0
481.34	4.77	101	4	1924	9	1	0	0	0	0	0	0
672.36	12.45	54	2	1994	9	1	0	0	0	0	0	0
674.74	8.54	79	3	1957	9	1	0	0	0	0	0	0
438.45	9.74	45	2	1957.5	9	1	0	0	0	0	0	0
766.95	9.35	82	3	1918	9	1	0	0	0	0	0	0
557.32	9.45	59	2	1972	9	0	0	0	0	0	0	0
512.88	7.22	71	3	1967	24	0	0	0	0	1	0	0
555.5	6.94	80	3	1972	10	0	0	0	0	0	0	0
418.23	9.96	42	2	1984	10	0	0	0	0	0	0	0
667.65	12.84	52	2	1984	12	1	0	0	0	0	0	0
712.76	4	178	5	1918	12	1	0	1	1	0	0	0
641.68	11.06	58	2	1985	11	0	0	0	0	0	0	0
432.71	7.21	60	3	1966	11	0	0	0	0	0	0	0
642.51	8.45	76	3	1966	11	0	0	0	0	0	0	0
392.06	7.26	54	2	1960	11	0	0	0	0	0	0	0
632.38	11.29	56	2	1966	13	0	0	0	0	0	0	1
855.52	9.4	91	3	1998	13	0	0	0	0	0	0	0
695.2	7.4	94	4	1968	13	0	0	0	0	0	0	0
564.46	8.82	64	2	1985	13	0	0	0	0	0	0	0
967	9.67	100	3	1995	21	1	0	0	0	0	1	0
876.88	11.39	77	3	1998.5	21	1	0	0	0	0	0	1
482.77	7.43	65	2	1986	21	1	0	0	0	0	0	0
625.31	8.93	70	3	1966	18	0	0	0	0	0	0	0
528.68	8.53	62	3	1948	18	0	0	0	0	1	0	1
507.95	8.47	60	2	1918	18	0	0	0	0	0	0	0
664.69	8.63	77	3	1973	16	0	0	0	0	0	0	0
749.7	7.5	100	3	1997	16	1	0	0	0	0	1	0
520.33	6.59	79	3	1972	14	0	0	0	0	0	1	0
675	10.23	66	2	1960	14	0	0	0	0	0	0	0
429.69	3.98	108	4	1924	13	0	0	1	1	0	0	0
598.41	5.44	110	3	1918	9	1	0	0	0	1	0	0
377.98	8.4	45	2	1960	9	0	0	0	0	0	0	0
446.85	9.31	48	2	1957	9	0	0	0	0	0	0	0
644.03	11.5	56	2	1993	9	1	0	0	0	0	0	0
710.7	11.65	61	2	1983	2	1	0	0	0	0	1	0
398.17	6.22	64	3	1957	3	1	0	0	0	1	0	0
869.21	8.78	99	4	1918	8	0	0	0	0	0	0	0
724.94	9.54	76	3	1966	10	0	0	0	0	0	0	0
567.88	9.31	61	3	1970	11	0	0	0	0	0	0	0
402.9	6.3	64	4	1966	11	0	0	0	0	1	0	0
329.68	5.68	58	3	1948	11	0	0	0	1	0	0	0
326.95	9.08	36	2	1966	10	0	0	0	0	0	0	0
356.1	3.24	110	4	1918	5	1	0	0	0	0	0	0
503.72	8.26	61	2	1918	5	0	0	0	0	0	0	0
1184.64	12.74	93	3	1998.5	5	1	0	0	0	0	0	1
419.26	9.98	42	2	1960	4	1	0	0	0	1	0	0
848.98	10.61	80	3	1918	9	0	0	0	0	0	0	0
698.41	8.41	83	3	1960	9	0	0	0	0	1	0	0
490.34	7.66	64	2	1918	2	1	0	0	1	0	0	0
411.6	4.29	96	3	1918	2	1	0	1	1	0	0	0
479.01	8.71	55	2	1918	8	0	0	0	0	0	0	0
826.3	10.08	82	3	1957	2	0	0	0	0	0	0	0
368.13	8.18	45	2	1957.5	8	0	0	0	0	0	0	0
869.21	10.23	85	3	1957.5	8	0	0	0	0	0	0	0
630.83	6.93	91	3	1918	2	0	0	0	1	0	0	0
1000.12	10	100	4	1998	24	0	0	0	0	0	1	0
1135.07	9.46	120	4	1996	12	0	0	0	0	0	0	0
515.39	11.71	44	2	1939	2	1	0	0	0	0	0	0
922.14	9.92	93	3	1970	13	1	0	0	0	0	0	0
582.89	8.7	67	2	1991	13	0	0	0	0	0	0	0
306.78	11.8	26	1	1972	13	1	0	0	0	0	0	0
552.19	10.04	55	2	1996	13	1	0	0	0	1	0	0
1173.33	11.73	100	3	1998.5	5	0	1	0	0	0	0	1
373.18	8.89	42	2	1960	22	0	0	0	0	0	0	0
855.85	9.95	86	3	1960	22	0	0	0	0	0	0	0
145.31	2.34	62	3	1957	21	0	0	0	1	1	0	0
120.8	2.16	56	2	1969	22	0	0	0	0	0	0	1
775.49	6.15	126	4	1918	25	0	0	0	0	0	1	0
446.44	7.2	62	2	1974	25	0	0	0	0	0	0	0
546.58	8.41	65	2	1969	25	0	0	0	0	0	0	0
425.63	8.87	48	2	1960	25	1	0	0	0	1	0	0
490.31	6.91	71	3	1957	25	0	0	0	0	1	0	0
313.69	5.92	53	2	1948	25	0	0	0	0	1	0	0
706.84	6.26	113	4	1966	18	0	0	0	0	0	1	0
475.51	11.32	42	1	1957	18	0	0	0	0	0	0	0
1210.4	9.46	128	3	1918	9	1	0	0	0	0	1	1
706.19	8.31	85	3	1918	9	0	1	0	0	0	0	0
360	10.91	33	1	1975	19	0	0	0	0	0	0	0
1519.2	9.5	160	6	1918	19	0	0	0	0	0	0	0
598.21	8.55	70	3	1918	19	0	0	0	0	0	0	0
797.11	10.63	75	3	1966	19	1	0	0	0	0	1	0
422.53	4.86	87	4	1924	10	0	0	0	0	0	0	0
632.45	6.32	100	4	1918	10	0	0	0	0	0	0	0
287.2	4.29	67	3	1918	1	1	0	0	1	1	0	0
804.79	5.47	147	6	1918	1	1	0	0	0	0	0	0
554.76	11.56	48	2	1990	1	1	0	0	0	0	0	0
484.6	4.04	120	4	1918	1	1	0	1	1	1	1	0
428.07	8.23	52	2	1991	2	0	0	0	0	0	0	0
1002.15	12.37	81	3	2000	2	0	0	0	0	0	0	0
452.02	7.41	61	3	1918	2	1	0	0	1	1	0	0
937.49	9.66	97	3	1983	13	1	0	0	0	0	0	0
920.46	8.6	107	4	1966	18	1	0	0	0	0	0	0
847.38	10.46	81	3	2000	19	1	0	0	0	0	0	0
416.91	8.69	48	2	1966	19	0	0	0	0	0	0	0
294.37	9.81	30	1	1970	16	1	0	0	0	0	0	0
265.88	12.09	22	1	1973	16	0	0	0	0	0	0	0
587.99	8.91	66	3	1970	13	0	0	0	0	0	0	0
413.1	7	59	2	1948	18	0	0	0	0	0	0	0
336.45	12.46	27	1	1971	17	0	0	0	0	1	1	0
814.93	9.48	86	4	1974	19	1	0	0	0	0	0	0
702	10.03	70	3	1967	19	1	0	0	0	0	0	0
523.8	5.76	91	3	1924	9	0	0	0	0	0	0	0
279.04	4.9	57	2	1957	3	1	0	0	1	1	0	0
510.8	7.86	65	2	1918	9	1	0	0	1	1	0	0
486.76	7.49	65	2	1957	9	1	0	0	0	1	0	0
894.76	10.53	85	3	1980	9	1	0	0	0	0	1	1
588.77	6.62	89	2	1918	8	0	0	0	1	1	0	0
777.17	12.54	62	3	1966	11	0	0	0	0	0	0	0
637.65	7.59	84	3	1998.5	24	0	0	0	0	0	0	0
296.4	9.88	30	1	1971	14	0	0	0	0	0	0	0
542	8.21	66	2	1984	14	0	0	0	0	0	0	0
222.5	4.45	50	2	1966	14	0	0	0	0	0	0	0
271.77	6.47	42	2	1960	14	0	0	0	0	1	0	0
194.92	3.75	52	2	1924	14	0	0	0	0	1	0	0
382.42	4.97	77	3	1918	16	0	0	0	0	1	0	0
285.07	4.92	58	3	1918	16	0	0	0	0	1	0	0
286.8	14.34	20	1	1972	5	0	0	0	0	0	0	0
706.65	9.18	77	3	1957	16	1	0	0	0	0	0	0
558.06	9.79	57	2	1986	16	0	0	0	0	0	0	0
797.62	11.08	72	2	1918	5	0	0	0	0	0	0	0
838.53	12.71	66	3	1918	5	0	0	0	0	0	0	1
417.73	8.19	51	2	1948	17	0	0	0	0	0	0	1
884.55	10.53	84	3	1981	6	0	0	0	0	0	0	0
680.03	10.97	62	2	1918	5	1	0	0	0	0	0	0
340.52	7.92	43	2	2000	11	0	0	0	0	0	0	0
461.19	8.54	54	2	1960	11	0	0	0	0	0	0	0
